28	NmAr
29	NmAr
29	NmAr
29	NmAr
29	NmAr
29	NmAr
30	NmAr
30	NmAr
30	NmAr
30	NmAr
30	NmAr
16	NpolyAr
17	NpolyAr
17	NpolyAr
17	NpolyAr
17	NpolyAr
17	NpolyAr
18	NpolyAr
18	NpolyAr
18	NpolyAr
18	NpolyAr
18	NpolyAr
19	NpolyAr
19	NpolyAr
19	NpolyAr
19	NpolyAr
19	NpolyAr
20	NpolyAr
20	NpolyAr
20	NpolyAr
20	NpolyAr
20	NpolyAr
21	NpolyAr
21	NpolyAr
21	NpolyAr
21	NpolyAr
21	NpolyAr
22	NpolyAr
22	NpolyAr
22	NpolyAr
22	NpolyAr
22	NpolyAr
23	NpolyAr
23	NpolyAr
23	NpolyAr
23	NpolyAr
23	NpolyAr
24	NpolyAr
24	NpolyAr
24	NpolyAr
24	NpolyAr
24	NpolyAr
25	NpolyAr
25	NpolyAr
25	NpolyAr
25	NpolyAr
25	NpolyAr
26	NpolyAr
26	NpolyAr
26	NpolyAr
26	NpolyAr
26	NpolyAr
27	NpolyAr
27	NpolyAr
27	NpolyAr
27	NpolyAr
27	NpolyAr
28	NpolyAr
28	NpolyAr
28	NpolyAr
28	NpolyAr
28	NpolyAr
29	NpolyAr
29	NpolyAr
29	NpolyAr
29	NpolyAr
29	NpolyAr
30	NpolyAr
30	NpolyAr
30	NpolyAr
30	NpolyAr
30	NpolyAr
10	dAr
11	dAr
11	dAr
12	dAr
12	dAr
12	dAr
12	dAr
12	dAr
13	dAr
13	dAr
13	dAr
13	dAr
13	dAr
14	dAr
14	dAr
14	dAr
14	dAr
14	dAr
15	dAr
15	dAr
15	dAr
15	dAr
15	dAr
16	dAr
16	dAr
16	dAr
16	dAr
16	dAr
17	dAr
17	dAr
17	dAr
17	dAr
17	dAr
18	dAr
18	dAr
18	dAr
18	dAr
18	dAr
19	dAr
19	dAr
19	dAr
19	dAr
19	dAr
20	dAr
20	dAr
20	dAr
20	dAr
20	dAr
21	dAr
21	dAr
21	dAr
21	dAr
21	dAr
22	dAr
22	dAr
22	dAr
22	dAr
22	dAr
23	dAr
23	dAr
23	dAr
23	dAr
23	dAr
24	dAr
24	dAr
24	dAr
24	dAr
24	dAr
25	dAr
25	dAr
25	dAr
25	dAr
25	dAr
26	dAr
26	dAr
26	dAr
26	dAr
26	dAr
27	dAr
27	dAr
27	dAr
27	dAr
27	dAr
28	dAr
28	dAr
28	dAr
28	dAr
28	dAr
29	dAr
29	dAr
29	dAr
29	dAr
29	dAr
30	dAr
30	dAr
30	dAr
30	dAr
30	dAr
10	dN
10	dN
10	dN
10	dN
10	dN
11	dN
11	dN
11	dN
11	dN
11	dN
12	dN
12	dN
12	dN
12	dN
12	dN
13	dN
13	dN
13	dN
13	dN
13	dN
14	dN
14	dN
14	dN
14	dN
14	dN
15	dN
15	dN
15	dN
15	dN
15	dN
16	dN
16	dN
16	dN
16	dN
16	dN
17	dN
17	dN
17	dN
17	dN
17	dN
18	dN
18	dN
18	dN
18	dN
18	dN
19	dN
19	dN
19	dN
19	dN
19	dN
20	dN
20	dN
20	dN
20	dN
20	dN
21	dN
21	dN
21	dN
21	dN
21	dN
22	dN
22	dN
22	dN
22	dN
22	dN
23	dN
23	dN
23	dN
23	dN
23	dN
24	dN
24	dN
24	dN
24	dN
24	dN
25	dN
25	dN
25	dN
25	dN
25	dN
26	dN
26	dN
26	dN
26	dN
26	dN
27	dN
27	dN
27	dN
27	dN
27	dN
28	dN
28	dN
28	dN
28	dN
28	dN
29	dN
29	dN
29	dN
29	dN
29	dN
30	dN
30	dN
30	dN
30	dN
30	dN
10	iP
10	iP
10	iP
10	iP
10	iP
11	iP
11	iP
11	iP
11	iP
11	iP
12	iP
12	iP
12	iP
12	iP
12	iP
13	iP
13	iP
13	iP
13	iP
13	iP
14	iP
14	iP
14	iP
14	iP
14	iP
15	iP
15	iP
15	iP
15	iP
15	iP
16	iP
16	iP
16	iP
16	iP
16	iP
17	iP
17	iP
17	iP
17	iP
17	iP
18	iP
18	iP
18	iP
18	iP
18	iP
19	iP
19	iP
19	iP
19	iP
19	iP
20	iP
20	iP
20	iP
20	iP
20	iP
21	iP
21	iP
21	iP
21	iP
21	iP
22	iP
22	iP
22	iP
22	iP
22	iP
23	iP
23	iP
23	iP
23	iP
23	iP
24	iP
24	iP
24	iP
24	iP
24	iP
25	iP
25	iP
25	iP
25	iP
25	iP
26	iP
26	iP
26	iP
26	iP
26	iP
27	iP
27	iP
27	iP
27	iP
27	iP
28	iP
28	iP
28	iP
28	iP
28	iP
29	iP
29	iP
29	iP
29	iP
29	iP
30	iP
30	iP
30	iP
30	iP
30	iP
10	mAr
10	mAr
10	mAr
10	mAr
10	mAr
11	mAr
11	mAr
11	mAr
11	mAr
11	mAr
12	mAr
12	mAr
12	mAr
12	mAr
12	mAr
13	mAr
13	mAr
13	mAr
13	mAr
13	mAr
14	mAr
14	mAr
14	mAr
14	mAr
14	mAr
15	mAr
15	mAr
15	mAr
15	mAr
15	mAr
16	mAr
16	mAr
16	mAr
16	mAr
16	mAr
17	mAr
17	mAr
17	mAr
17	mAr
17	mAr
18	mAr
18	mAr
18	mAr
18	mAr
18	mAr
19	mAr
19	mAr
19	mAr
19	mAr
19	mAr
20	mAr
20	mAr
20	mAr
20	mAr
20	mAr
21	mAr
21	mAr
21	mAr
21	mAr
21	mAr
22	mAr
22	mAr
22	mAr
22	mAr
22	mAr
23	mAr
23	mAr
23	mAr
23	mAr
23	mAr
24	mAr
24	mAr
24	mAr
24	mAr
24	mAr
25	mAr
25	mAr
25	mAr
25	mAr
25	mAr
26	mAr
26	mAr
26	mAr
26	mAr
26	mAr
27	mAr
27	mAr
27	mAr
27	mAr
27	mAr
28	mAr
28	mAr
28	mAr
28	mAr
28	mAr
29	mAr
29	mAr
29	mAr
29	mAr
29	mAr
30	mAr
30	mAr
30	mAr
30	mAr
30	mAr
10	mN
10	mN
10	mN
10	mN
10	mN
11	mN
11	mN
11	mN
11	mN
11	mN
12	mN
12	mN
12	mN
12	mN
12	mN
13	mN
13	mN
13	mN
13	mN
13	mN
14	mN
14	mN
14	mN
14	mN
14	mN
15	mN
15	mN
15	mN
15	mN
15	mN
16	mN
16	mN
16	mN
16	mN
16	mN
17	mN
17	mN
17	mN
17	mN
17	mN
18	mN
18	mN
18	mN
18	mN
18	mN
19	mN
19	mN
19	mN
19	mN
19	mN
20	mN
20	mN
20	mN
20	mN
20	mN
21	mN
21	mN
21	mN
21	mN
21	mN
22	mN
22	mN
22	mN
22	mN
22	mN
23	mN
23	mN
23	mN
23	mN
23	mN
24	mN
24	mN
24	mN
24	mN
24	mN
25	mN
25	mN
25	mN
25	mN
25	mN
26	mN
26	mN
26	mN
26	mN
26	mN
27	mN
27	mN
27	mN
27	mN
27	mN
28	mN
28	mN
28	mN
28	mN
28	mN
29	mN
29	mN
29	mN
29	mN
29	mN
30	mN
30	mN
30	mN
30	mN
30	mN
10	nP
11	nP
12	nP
13	nP
14	nP
15	nP
16	nP
17	nP
18	nP
19	nP
20	nP
21	nP
22	nP
23	nP
24	nP
25	nP
26	nP
27	nP
28	nP
29	nP
30	nP
12	polyAr
13	polyAr
14	polyAr
14	polyAr
15	polyAr
15	polyAr
15	polyAr
15	polyAr
15	polyAr
16	polyAr
16	polyAr
16	polyAr
16	polyAr
16	polyAr
17	polyAr
17	polyAr
17	polyAr
17	polyAr
17	polyAr
18	polyAr
18	polyAr
18	polyAr
18	polyAr
18	polyAr
19	polyAr
19	polyAr
19	polyAr
19	polyAr
19	polyAr
20	polyAr
20	polyAr
20	polyAr
20	polyAr
20	polyAr
21	polyAr
21	polyAr
21	polyAr
21	polyAr
21	polyAr
22	polyAr
22	polyAr
22	polyAr
22	polyAr
22	polyAr
23	polyAr
23	polyAr
23	polyAr
23	polyAr
23	polyAr
24	polyAr
24	polyAr
24	polyAr
24	polyAr
24	polyAr
25	polyAr
25	polyAr
25	polyAr
25	polyAr
25	polyAr
26	polyAr
26	polyAr
26	polyAr
26	polyAr
26	polyAr
27	polyAr
27	polyAr
27	polyAr
27	polyAr
27	polyAr
28	polyAr
28	polyAr
28	polyAr
28	polyAr
28	polyAr
29	polyAr
29	polyAr
29	polyAr
29	polyAr
29	polyAr
30	polyAr
30	polyAr
30	polyAr
30	polyAr
30	polyAr
14	polyN
15	polyN
15	polyN
15	polyN
15	polyN
15	polyN
16	polyN
16	polyN
16	polyN
16	polyN
16	polyN
17	polyN
17	polyN
17	polyN
17	polyN
17	polyN
18	polyN
18	polyN
18	polyN
18	polyN
18	polyN
19	polyN
19	polyN
19	polyN
19	polyN
19	polyN
20	polyN
20	polyN
20	polyN
20	polyN
20	polyN
21	polyN
21	polyN
21	polyN
21	polyN
21	polyN
22	polyN
22	polyN
22	polyN
22	polyN
22	polyN
23	polyN
23	polyN
23	polyN
23	polyN
23	polyN
24	polyN
24	polyN
24	polyN
24	polyN
24	polyN
25	polyN
25	polyN
25	polyN
25	polyN
25	polyN
26	polyN
26	polyN
26	polyN
26	polyN
26	polyN
27	polyN
27	polyN
27	polyN
27	polyN
27	polyN
28	polyN
28	polyN
28	polyN
28	polyN
28	polyN
29	polyN
29	polyN
29	polyN
29	polyN
29	polyN
30	polyN
30	polyN
30	polyN
30	polyN
30	polyN
