12	NdAr
13	NdAr
13	NdAr
13	NdAr
13	NdAr
13	NdAr
14	NdAr
14	NdAr
14	NdAr
14	NdAr
14	NdAr
15	NdAr
15	NdAr
15	NdAr
15	NdAr
15	NdAr
16	NdAr
16	NdAr
16	NdAr
16	NdAr
16	NdAr
17	NdAr
17	NdAr
17	NdAr
17	NdAr
17	NdAr
18	NdAr
18	NdAr
18	NdAr
18	NdAr
18	NdAr
19	NdAr
19	NdAr
19	NdAr
19	NdAr
19	NdAr
20	NdAr
20	NdAr
20	NdAr
20	NdAr
20	NdAr
21	NdAr
21	NdAr
21	NdAr
21	NdAr
21	NdAr
22	NdAr
22	NdAr
22	NdAr
22	NdAr
22	NdAr
23	NdAr
23	NdAr
23	NdAr
23	NdAr
23	NdAr
24	NdAr
24	NdAr
24	NdAr
24	NdAr
24	NdAr
25	NdAr
25	NdAr
25	NdAr
25	NdAr
25	NdAr
26	NdAr
26	NdAr
26	NdAr
26	NdAr
26	NdAr
27	NdAr
27	NdAr
27	NdAr
27	NdAr
27	NdAr
28	NdAr
28	NdAr
28	NdAr
28	NdAr
28	NdAr
29	NdAr
29	NdAr
29	NdAr
29	NdAr
29	NdAr
30	NdAr
30	NdAr
30	NdAr
30	NdAr
30	NdAr
10	NmAr
10	NmAr
10	NmAr
10	NmAr
10	NmAr
11	NmAr
11	NmAr
11	NmAr
11	NmAr
11	NmAr
12	NmAr
12	NmAr
12	NmAr
12	NmAr
12	NmAr
13	NmAr
13	NmAr
13	NmAr
13	NmAr
13	NmAr
14	NmAr
14	NmAr
14	NmAr
14	NmAr
14	NmAr
15	NmAr
15	NmAr
15	NmAr
15	NmAr
15	NmAr
16	NmAr
16	NmAr
16	NmAr
16	NmAr
16	NmAr
17	NmAr
17	NmAr
17	NmAr
17	NmAr
17	NmAr
18	NmAr
18	NmAr
18	NmAr
18	NmAr
18	NmAr
19	NmAr
19	NmAr
19	NmAr
19	NmAr
19	NmAr
20	NmAr
20	NmAr
20	NmAr
20	NmAr
20	NmAr
21	NmAr
21	NmAr
21	NmAr
21	NmAr
21	NmAr
22	NmAr
22	NmAr
22	NmAr
22	NmAr
22	NmAr
23	NmAr
23	NmAr
23	NmAr
23	NmAr
23	NmAr
24	NmAr
24	NmAr
24	NmAr
24	NmAr
24	NmAr
25	NmAr
25	NmAr
25	NmAr
25	NmAr
25	NmAr
26	NmAr
26	NmAr
26	NmAr
26	NmAr
26	NmAr
27	NmAr
27	NmAr
27	NmAr
27	NmAr
27	NmAr
28	NmAr
28	NmAr
28	NmAr
28	NmAr
