   6.6876621e+01   7.5690191e+00
   9.4469162e+01   7.6165094e+00
   8.3899132e+01   6.4319587e+00
   9.5227130e+01   6.9130150e+00
   1.0152339e+02   6.5761750e+00
   9.2580229e+01   6.9860135e+00
   1.1924915e+02   6.2901916e+00
   1.1118341e+02   5.8183344e+00
   1.1161503e+02   7.8614270e+00
   1.0042042e+02   6.7707280e+00
   1.2047159e+02   6.1042971e+00
   1.2398535e+02   6.1645667e+00
   1.1425831e+02   6.2632078e+00
   1.2717417e+02   5.4341521e+00
   1.3760498e+02   5.6941863e+00
   1.3037035e+02   7.9475806e+00
   1.1779244e+02   6.4858895e+00
   1.0417920e+02   6.8105713e+00
   1.3518590e+02   5.2577213e+00
   1.4118347e+02   5.2403227e+00
   1.5751758e+02   4.7277955e+00
   1.3604782e+02   7.6686879e+00
   1.1365513e+02   7.7829919e+00
   1.4459423e+02   5.0575374e+00
   9.5435831e+01   9.0892343e+00
   1.4185601e+02   5.1238647e+00
   1.7026448e+02   4.9486305e+00
   1.5438489e+02   5.1321553e+00
   1.6206408e+02   4.6388136e+00
   1.2402619e+02   7.6124017e+00
   1.5905990e+02   4.7039384e+00
   1.7620082e+02   4.4809498e+00
   1.8356639e+02   3.9733569e+00
   1.5856690e+02   4.2937469e+00
   1.6752650e+02   5.6584265e+00
   1.7225730e+02   4.1748145e+00
   1.5437991e+02   6.5358608e+00
   1.8385578e+02   3.8836148e+00
   1.8118596e+02   4.0306838e+00
   1.9368886e+02   4.0417823e+00
   1.3106476e+02   8.0431488e+00
   1.8674795e+02   3.9066241e+00
   1.9864700e+02   3.1355554e+00
   2.0089753e+02   5.1789570e+00
   1.5689186e+02   5.3868810e+00
   2.0466988e+02   3.9168270e+00
   2.1319045e+02   3.3310208e+00
   1.6088238e+02   6.3717512e+00
   2.0871474e+02   4.2092900e+00
   2.0019283e+02   3.3897856e+00
   2.2023959e+02   3.0233130e+00
   2.1664949e+02   3.1302798e+00
   2.1241160e+02   3.2131707e+00
   2.1503040e+02   3.3929841e+00
   1.9936742e+02   5.0523151e+00
   2.1103500e+02   3.2368882e+00
   2.2162505e+02   3.0236106e+00
   1.9727677e+02   3.9053509e+00
   2.3602177e+02   3.9521583e+00
   2.1572041e+02   3.0820368e+00
   2.3410318e+02   2.7788606e+00
   1.8402653e+02   5.2788878e+00
   2.3128050e+02   2.8956906e+00
   2.0810308e+02   2.3086617e+00
   1.9370245e+02   5.0827613e+00
   1.8750023e+02   5.6594490e+00
   2.5244106e+02   2.4731972e+00
   2.5540787e+02   2.4283672e+00
   2.5407531e+02   2.3278787e+00
   2.2730293e+02   3.3492743e+00
   2.4560735e+02   2.4188078e+00
   2.3808362e+02   2.9316580e+00
   2.4579808e+02   2.4106693e+00
   2.5813733e+02   2.4593357e+00
   2.2878762e+02   3.3106303e+00
   2.5657267e+02   2.2618102e+00
   2.6890658e+02   2.0690719e+00
   2.5841871e+02   2.4045196e+00
   2.7288168e+02   2.0789009e+00
   2.6482702e+02   2.3086419e+00
   2.7040062e+02   2.9399648e+00
   2.7375118e+02   2.1775549e+00
   2.7325275e+02   2.1848024e+00
   2.6361656e+02   2.3266396e+00
   2.4543606e+02   3.0173578e+00
   2.8324096e+02   2.6984314e+00
   2.7821240e+02   2.1178126e+00
   2.7866421e+02   2.1065797e+00
   2.8512523e+02   1.8718350e+00
   2.8251444e+02   1.9063900e+00
   2.5967960e+02   1.3722378e+00
   1.5520824e+01   4.4410721e+00
   2.2206378e+01   4.8460262e+00
   2.2887021e+01   4.2792962e+00
   2.2944088e+01   4.8601988e+00
   1.5850529e+01   3.5541926e+00
   3.0284144e+01   5.0518323e+00
   3.8821221e+01   5.2796519e+00
   2.2482767e+01   4.7650485e+00
   2.5243130e+01   4.8363493e+00
   2.9546434e+01   5.0381802e+00
   3.9182422e+01   5.2014514e+00
   5.0590649e+01   4.9405387e+00
   4.1160823e+01   4.5857339e+00
   4.2212180e+01   5.1963326e+00
   4.1091666e+01   4.5756425e+00
   5.6716182e+01   5.2545898e+00
   5.8834907e+01   4.6558861e+00
   5.7571111e+01   5.2417601e+00
   6.0670230e+01   5.1953910e+00
   5.9850923e+01   5.2076284e+00
   7.9998064e+01   4.2372415e+00
   8.3467886e+01   4.4232534e+00
   6.9769590e+01   4.5206061e+00
   7.2831419e+01   4.5355862e+00
   6.6278486e+01   4.4355615e+00
   8.2206145e+01   4.3778745e+00
   8.2995957e+01   4.3646970e+00
   8.4020906e+01   4.6467693e+00
   9.1683934e+01   4.2099541e+00
   9.6617928e+01   4.5670634e+00
   1.0121539e+02   4.0549487e+00
   1.0075507e+02   4.1201333e+00
   1.0483557e+02   3.8071008e+00
   1.0784795e+02   4.3505217e+00
   1.1122501e+02   4.1342185e+00
   1.2061052e+02   3.7016007e+00
   1.1244788e+02   4.1179473e+00
   1.1580414e+02   3.8375568e+00
   1.1771882e+02   3.8010184e+00
   1.1990825e+02   3.7127425e+00
   1.2982688e+02   3.8028956e+00
   1.3661630e+02   3.7531982e+00
   1.3126194e+02   3.4618879e+00
   1.2319897e+02   3.7081844e+00
   1.3484315e+02   3.6797701e+00
   1.3852605e+02   3.3555796e+00
   1.5123449e+02   3.2174102e+00
   1.4125246e+02   3.0163197e+00
   1.4633509e+02   3.2461624e+00
   1.4932047e+02   3.5321111e+00
   1.5853923e+02   3.3889895e+00
   1.6126780e+02   3.1553933e+00
   1.4817214e+02   2.9037787e+00
   1.5274416e+02   3.2368391e+00
   1.4902538e+02   3.4757586e+00
   1.6558384e+02   2.8837493e+00
   1.6261108e+02   2.9278284e+00
   1.7794605e+02   3.1966094e+00
   1.7016488e+02   3.0540259e+00
   1.5302675e+02   2.8298977e+00
   1.7478182e+02   2.6504380e+00
   1.8619461e+02   2.7037349e+00
   1.8050929e+02   3.1142834e+00
   1.8371507e+02   2.6468895e+00
   1.8180031e+02   2.9634668e+00
   1.8454073e+02   2.7250105e+00
   1.9208816e+02   2.7165560e+00
   1.9082350e+02   2.4670648e+00
   1.8758123e+02   2.4334449e+00
   1.9172456e+02   2.6467527e+00
   2.0391724e+02   2.3355008e+00
   1.9982423e+02   2.3084947e+00
   2.0522263e+02   2.3193656e+00
   2.0456426e+02   2.5055859e+00
   1.9405324e+02   2.8181961e+00
   2.0847950e+02   2.3871501e+00
   2.0502971e+02   1.6792205e+00
   2.1175485e+02   2.3453916e+00
   2.1006446e+02   2.2599466e+00
   1.9833574e+02   1.6577656e+00
   2.2730093e+02   2.1515077e+00
   2.3453469e+02   1.9697633e+00
   2.3181228e+02   2.2159071e+00
   2.2504615e+02   2.1791906e+00
   2.2105352e+02   2.1275633e+00
   2.1910157e+02   1.3836066e+00
   2.3401254e+02   1.9757823e+00
   2.4815218e+02   1.8441167e+00
   2.4647313e+02   1.8341601e+00
   2.4827085e+02   1.8427736e+00
   2.4312657e+02   1.8717855e+00
   2.5417635e+02   1.9661381e+00
   2.3769843e+02   2.1412774e+00
   2.5004655e+02   2.0170763e+00
   2.4642566e+02   1.8346917e+00
   2.5926420e+02   1.6498006e+00
   2.5164724e+02   1.7765737e+00
   2.4295471e+02   1.2000936e+00
   2.4469123e+02   1.8070324e+00
   2.5665522e+02   1.7215086e+00
   2.5462949e+02   1.1941616e+00
   2.5774700e+02   1.7095911e+00
   2.5717737e+02   1.7158051e+00
