   3.1656960e+00	   3.6826060e+00	
   3.5664060e+00	   4.1454560e+00	
   3.4106000e+00	   3.8936500e+00	
   3.5776720e+00	   4.1170620e+00	
   3.6712560e+00	   4.2038660e+00	
   3.5383300e+00	   4.0761400e+00	
   3.9500480e+00	   4.5107880e+00	
   3.8220780e+00	   4.3275880e+00	
   3.8289260e+00	   4.4640060e+00	
   3.6548620e+00	   4.1973520e+00	
   3.9699280e+00	   4.5209280e+00	
   4.0272380e+00	   4.5910780e+00	
   3.8708640e+00	   4.4160940e+00	
   4.0792480e+00	   4.5973380e+00	
   4.2524960e+00	   4.8170960e+00	
   4.1313780e+00	   4.8195380e+00	
   3.9269360e+00	   4.4967260e+00	
   3.7109500e+00	   4.2647500e+00	
   4.2107000e+00	   4.7349400e+00	
   4.3143240e+00	   4.8532640e+00	
   4.6036420e+00	   5.1427920e+00	
   4.2255920e+00	   4.9129820e+00	
   3.8612940e+00	   4.4976240e+00	
   4.3732540e+00	   4.9063740e+00	
   3.5807740e+00	   4.2377140e+00	
   4.3259440e+00	   4.8571640e+00	
   4.8410600e+00	   5.4329800e+00	
   4.5470380e+00	   5.1126180e+00	
   4.6857920e+00	   5.2291120e+00	
   4.0279040e+00	   4.6818740e+00	
   4.6315100e+00	   5.1726500e+00	
   4.9542340e+00	   5.5197440e+00	
   5.0983940e+00	   5.6332640e+00	
   4.6226020e+00	   5.1238320e+00	
   4.7892140e+00	   5.4309340e+00	
   4.8787960e+00	   5.4039760e+00	
   4.5469480e+00	   5.2153680e+00	
   5.1040580e+00	   5.6300980e+00	
   5.0518040e+00	   5.5861840e+00	
   5.3028340e+00	   5.8700640e+00	
   4.1427040e+00	   4.8377140e+00	
   5.1606640e+00	   5.6971640e+00	
   5.4049400e+00	   5.8770600e+00	
   5.4518760e+00	   6.1417960e+00	
   4.5923360e+00	   5.1851660e+00	
   5.5310280e+00	   6.1142280e+00	
   5.7098080e+00	   6.2510180e+00	
   4.6644400e+00	   5.3394200e+00	
   5.6158980e+00	   6.2417980e+00	
   5.4370900e+00	   5.9460100e+00	
   5.8577140e+00	   6.3803040e+00	
   5.7823860e+00	   6.3082960e+00	
   5.6934660e+00	   6.2171860e+00	
   5.7484140e+00	   6.3030440e+00	
   5.4197760e+00	   6.0945960e+00	
   5.6645820e+00	   6.1871420e+00	
   5.8867840e+00	   6.4137640e+00	
   5.3767220e+00	   5.9378120e+00	
   6.1888580e+00	   6.8741980e+00	
   5.7628920e+00	   6.2794220e+00	
   6.1486020e+00	   6.6801620e+00	
   5.1074000e+00	   5.7637400e+00	
   6.0893760e+00	   6.6289960e+00	
   5.6030640e+00	   5.9761040e+00	
   5.3031140e+00	   5.9673140e+00	
   5.1753880e+00	   5.8708880e+00	
   6.5333700e+00	   7.0771600e+00	
   6.5956200e+00	   7.1419100e+00	
   6.5676600e+00	   7.0919500e+00	
   6.0059180e+00	   6.5936580e+00	
   6.3899840e+00	   6.9016640e+00	
   6.2321200e+00	   6.7989100e+00	
   6.3939860e+00	   6.9049060e+00	
   6.6528900e+00	   7.2137600e+00	
   6.0370700e+00	   6.6246800e+00	
   6.6200600e+00	   7.1409800e+00	
   6.8788520e+00	   7.4060220e+00	
   6.6587940e+00	   7.2113040e+00	
   6.9622580e+00	   7.5055180e+00	
   6.7932540e+00	   7.3511640e+00	
   6.9102000e+00	   7.5880800e+00	
   6.9805020e+00	   7.5459320e+00	
   6.9700440e+00	   7.5350540e+00	
   6.7678560e+00	   7.3247460e+00	
   6.3863900e+00	   6.9894100e+00	
   7.1796180e+00	   7.8683180e+00	
   7.0741080e+00	   7.6442180e+00	
   7.0835880e+00	   7.6531580e+00	
   7.2191540e+00	   7.7641340e+00	
   7.1643740e+00	   7.7071540e+00	
   6.6852500e+00	   7.0138500e+00	
   2.3815060e+00	   2.6852960e+00	
   2.5125740e+00	   2.8294040e+00	
   2.5233800e+00	   2.7864600e+00	
   2.5242860e+00	   2.8411260e+00	
   2.3884180e+00	   2.5968580e+00	
